product_name,brand,price,image_url,switch_type,connection,layout,key_force,weight_g,wireless_type,engraving,backlight,raw_switch_name,switch_name,switch_manufacturer,product_code,media_url,price_compare_url,media_url_is_placeholder
AULA F108 PRO 유무선 기계식 치즈 화이트 한글,AULA,99000,https://img.danuri.io/catalog-image/476/026/094/a2377078683d4985b1880e8ea1f7a7a4.jpg?shrink=130:130&_v=20260610124800,기계식,유선+무선,풀배열,43g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,경해축,Blue Whale 경해축,,94026473,https://example.com/media,https://prod.danawa.com/info/?pcode=94026473&cate=112782,True
AULA F108 PRO 유무선 기계식 치즈 화이트 한글,AULA,85000,https://img.danuri.io/catalog-image/476/026/094/a2377078683d4985b1880e8ea1f7a7a4.jpg?shrink=130:130&_v=20260610124800,기계식,유선+무선,풀배열,43g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,94026470,https://example.com/media,https://prod.danawa.com/info/?pcode=94026470&cate=112782,True
AULA F108 PRO 유무선 기계식 치즈 화이트 한글,AULA,89000,https://img.danuri.io/catalog-image/476/026/094/a2377078683d4985b1880e8ea1f7a7a4.jpg?shrink=130:130&_v=20260610124800,기계식,유선+무선,풀배열,43g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 바다축,,,94026476,https://example.com/media,https://prod.danawa.com/info/?pcode=94026476&cate=112782,True
AULA F108 PRO 유무선 기계식 치즈 화이트 한글,AULA,89000,https://img.danuri.io/catalog-image/476/026/094/a2377078683d4985b1880e8ea1f7a7a4.jpg?shrink=130:130&_v=20260610124800,기계식,유선+무선,풀배열,43g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 솜사탕축,,,94026467,https://example.com/media,https://prod.danawa.com/info/?pcode=94026467&cate=112782,True
FL-ESPORTS NX108 유무선 기계식 크림 말차,FL-ESPORTS,77000,https://img.danuri.io/catalog-image/377/122/097/c7cdfec0c9dd483994d08f9b8d4f1a07.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,43g,1180,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,리치베리축,,,97122362,https://example.com/media,https://prod.danawa.com/info/?pcode=97122362&cate=112782,True
FL-ESPORTS NX108 유무선 기계식 크림 말차,FL-ESPORTS,82000,https://img.danuri.io/catalog-image/377/122/097/c7cdfec0c9dd483994d08f9b8d4f1a07.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,43g,1180,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 갈축,,,104964920,https://example.com/media,https://prod.danawa.com/info/?pcode=104964920&cate=112782,True
FL-ESPORTS NX108 유무선 기계식 크림 말차,FL-ESPORTS,82000,https://img.danuri.io/catalog-image/377/122/097/c7cdfec0c9dd483994d08f9b8d4f1a07.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,43g,1180,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 스노우축,,,97122386,https://example.com/media,https://prod.danawa.com/info/?pcode=97122386&cate=112782,True
FL-ESPORTS NX108 유무선 기계식 크림 말차,FL-ESPORTS,82000,https://img.danuri.io/catalog-image/377/122/097/c7cdfec0c9dd483994d08f9b8d4f1a07.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,43g,1180,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 파도축,,,97122377,https://example.com/media,https://prod.danawa.com/info/?pcode=97122377&cate=112782,True
AULA F87 Pro 기계식 다크 올리비아 한글,AULA,42800,https://img.danuri.io/catalog-image/976/466/063/0b2065d34e0d4c87b1f55c8111f2ec38.jpg?shrink=130:130&_v=20260610124756,기계식,유선,텐키리스,43g,916,유선,한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,63466952,https://example.com/media,https://prod.danawa.com/info/?pcode=63466952&cate=112782,True
AULA F87 Pro 기계식 다크 올리비아 한글,AULA,48000,https://img.danuri.io/catalog-image/976/466/063/0b2065d34e0d4c87b1f55c8111f2ec38.jpg?shrink=130:130&_v=20260610124756,기계식,유선,텐키리스,43g,916,유선,한/영 정각,RGB 백라이트,저소음 바다축,,,63466976,https://example.com/media,https://prod.danawa.com/info/?pcode=63466976&cate=112782,True
로지텍 KEYS-TO-GO 2 (정품),로지텍,89000,https://img.danuri.io/catalog-image/382/164/062/e4b4351b046d4fd1b46eec78855b5235.jpg?shrink=130:130&_v=20260610124840,펜타그래프,무선,미니,0g,222,블루투스,한/영 정각,없음,,,,62164382,https://example.com/media,https://prod.danawa.com/info/?pcode=62164382&cate=112782,True
AULA F108 기계식 라이트 그레이,AULA,59000,https://img.danuri.io/catalog-image/050/423/108/849d4b0d6a88421299ec7bd316e78dc2.jpg?shrink=130:130&_v=20260610124733,기계식,유선,풀배열,43g,1027,유선,한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,108423053,https://example.com/media,https://prod.danawa.com/info/?pcode=108423053&cate=112782,True
AULA F108 기계식 라이트 그레이,AULA,65000,https://img.danuri.io/catalog-image/050/423/108/849d4b0d6a88421299ec7bd316e78dc2.jpg?shrink=130:130&_v=20260610124733,기계식,유선,풀배열,43g,1027,유선,한/영 정각,RGB 백라이트,저소음 바다축,,,108423050,https://example.com/media,https://prod.danawa.com/info/?pcode=108423050&cate=112782,True
앱코 K560 축교환 레인보우 무빙 LED 기계식 블랙,앱코,30300,https://img.danuri.io/catalog-image/190/363/013/e2bb0e5726a0479dad2163b6a77bfce8.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,840,유선,정보없음,레인보우 백라이트,갈축,,JIXIAN,13363187,https://example.com/media,https://prod.danawa.com/info/?pcode=13363187&cate=112782,True
앱코 K560 축교환 레인보우 무빙 LED 기계식 블랙,앱코,30900,https://img.danuri.io/catalog-image/190/363/013/e2bb0e5726a0479dad2163b6a77bfce8.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,840,유선,정보없음,레인보우 백라이트,적축,,JIXIAN,13363190,https://example.com/media,https://prod.danawa.com/info/?pcode=13363190&cate=112782,True
앱코 K560 축교환 레인보우 무빙 LED 기계식 블랙,앱코,30380,https://img.danuri.io/catalog-image/190/363/013/e2bb0e5726a0479dad2163b6a77bfce8.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,840,유선,정보없음,레인보우 백라이트,청축,,JIXIAN,13363175,https://example.com/media,https://prod.danawa.com/info/?pcode=13363175&cate=112782,True
COX CKM40W 저소음 무선 키보드 마우스 세트,COX,17900,https://img.danuri.io/catalog-image/852/118/091/35384a8093aa4dca99bcd57707692c80.jpg?shrink=130:130&_v=20260610124732,멤브레인,무선,풀배열,0g,490,[키보드] 전용동글(리시버),한/영 정각,없음,,,,91118852,https://example.com/media,https://prod.danawa.com/info/?pcode=91118852&cate=112782,True
AULA F87 Pro 유무선 기계식 인디고 블랙 한글,AULA,67000,https://img.danuri.io/catalog-image/527/437/061/87658a419b3043f69c0a7eda766ab4ed.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,35g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 솜사탕축,,오테뮤,94998188,https://example.com/media,https://prod.danawa.com/info/?pcode=94998188&cate=112782,True
AULA F87 Pro 유무선 기계식 인디고 블랙 한글,AULA,67000,https://img.danuri.io/catalog-image/527/437/061/87658a419b3043f69c0a7eda766ab4ed.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,35g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 피치축 V2,,오테뮤,61437527,https://example.com/media,https://prod.danawa.com/info/?pcode=61437527&cate=112782,True
AULA F87 Pro 유무선 기계식 인디고 블랙 한글,AULA,62000,https://img.danuri.io/catalog-image/527/437/061/87658a419b3043f69c0a7eda766ab4ed.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,35g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,황축 V3,Yellow V3 황축,오테뮤,61437491,https://example.com/media,https://prod.danawa.com/info/?pcode=61437491&cate=112782,True
AULA F87 Pro 유무선 기계식 인디고 블랙 한글,AULA,62000,https://img.danuri.io/catalog-image/527/437/061/87658a419b3043f69c0a7eda766ab4ed.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,35g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,회목축 V4,Grey Wood V4 회목축,오테뮤,61437545,https://example.com/media,https://prod.danawa.com/info/?pcode=61437545&cate=112782,True
앱코 K561 교체축 유무선 블루투스 기계식 블랙,앱코,29900,https://img.danuri.io/catalog-image/812/708/036/c644fb6ed51047419cba178591fd3ccc.jpg?shrink=130:130&_v=20260610124740,기계식,유선+무선,풀배열,45g,867,"전용동글(리시버), 블루투스",한/영 정각,없음,적축,,JIXIAN,36708812,https://example.com/media,https://prod.danawa.com/info/?pcode=36708812&cate=112782,True
앱코 K561 교체축 유무선 블루투스 기계식 블랙,앱코,29900,https://img.danuri.io/catalog-image/812/708/036/c644fb6ed51047419cba178591fd3ccc.jpg?shrink=130:130&_v=20260610124740,기계식,유선+무선,풀배열,45g,867,"전용동글(리시버), 블루투스",한/영 정각,없음,갈축,,JIXIAN,36708827,https://example.com/media,https://prod.danawa.com/info/?pcode=36708827&cate=112782,True
로지텍 MX Keys S (정품),로지텍,147410,https://img.danuri.io/catalog-image/697/437/020/303bda60ac8242179bd4834dd3a5746a.jpg?shrink=130:130&_v=20260610124800,펜타그래프,무선,풀배열,0g,810,블루투스,정보없음,단색 백라이트,,,,20437697,https://example.com/media,https://prod.danawa.com/info/?pcode=20437697&cate=112782,True
앱코 HACKER K640 축교환 게이밍 기계식 블랙,앱코,42000,https://img.danuri.io/catalog-image/084/709/004/1b79a2c70e9f4d3bac552f83034a2c28.jpg?shrink=130:130&_v=20260610124840,기계식,유선,풀배열,50g,1050,유선,한/영 정각,레인보우 백라이트,적축,,GTMX,5040324,https://example.com/media,https://prod.danawa.com/info/?pcode=5040324&cate=112782,True
앱코 HACKER K640 축교환 게이밍 기계식 블랙,앱코,42000,https://img.danuri.io/catalog-image/084/709/004/1b79a2c70e9f4d3bac552f83034a2c28.jpg?shrink=130:130&_v=20260610124840,기계식,유선,풀배열,50g,1050,유선,한/영 정각,레인보우 백라이트,갈축,,GTMX,5040307,https://example.com/media,https://prod.danawa.com/info/?pcode=5040307&cate=112782,True
앱코 HACKER K640 축교환 게이밍 기계식 블랙,앱코,42000,https://img.danuri.io/catalog-image/084/709/004/1b79a2c70e9f4d3bac552f83034a2c28.jpg?shrink=130:130&_v=20260610124840,기계식,유선,풀배열,50g,1050,유선,한/영 정각,레인보우 백라이트,청축,,GTMX,4709084,https://example.com/media,https://prod.danawa.com/info/?pcode=4709084&cate=112782,True
앱코 ACH105 오피스워커 유무선 기계식 앨리스블루,앱코,79000,https://img.danuri.io/catalog-image/760/690/103/d3572b09d95441fd9c842a43994f870b.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,47g,1424,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,벚꽃축,,HAIMU,103690751,https://example.com/media,https://prod.danawa.com/info/?pcode=103690751&cate=112782,True
앱코 ACH105 오피스워커 유무선 기계식 앨리스블루,앱코,79000,https://img.danuri.io/catalog-image/760/690/103/d3572b09d95441fd9c842a43994f870b.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,47g,1424,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 바다소금축,,HAIMU,103690760,https://example.com/media,https://prod.danawa.com/info/?pcode=103690760&cate=112782,True
앱코 ACH105 오피스워커 유무선 기계식 앨리스블루,앱코,79000,https://img.danuri.io/catalog-image/760/690/103/d3572b09d95441fd9c842a43994f870b.jpeg?shrink=130:130&_v=20260610124739,기계식,유선+무선,풀배열,47g,1424,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 택타일 바다소금축,,HAIMU,103690754,https://example.com/media,https://prod.danawa.com/info/?pcode=103690754&cate=112782,True
Razer Huntsman V3 Pro TKL 8K KR,Razer,328990,https://img.danuri.io/catalog-image/388/699/100/444dd1538aa640789efe1f612b65874d.jpg?shrink=130:130&_v=20260610151227,무접점 광축,유선,텐키리스,40g,932,유선,한/영 정각,RGB 백라이트,,,,100699388,https://example.com/media,https://prod.danawa.com/info/?pcode=100699388&cate=112782,True
AULA F108 PRO 유무선 기계식 오로라 블랙 한글,AULA,89000,https://img.danuri.io/catalog-image/455/026/094/af6031bf2499480b92b793401b8de289.jpg?shrink=130:130&_v=20260610124755,기계식,유선+무선,풀배열,36g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 바다축,,,94026440,https://example.com/media,https://prod.danawa.com/info/?pcode=94026440&cate=112782,True
AULA F108 PRO 유무선 기계식 오로라 블랙 한글,AULA,99000,https://img.danuri.io/catalog-image/455/026/094/af6031bf2499480b92b793401b8de289.jpg?shrink=130:130&_v=20260610124755,기계식,유선+무선,풀배열,36g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,경해축,Blue Whale 경해축,,94026458,https://example.com/media,https://prod.danawa.com/info/?pcode=94026458&cate=112782,True
AULA F108 PRO 유무선 기계식 오로라 블랙 한글,AULA,85000,https://img.danuri.io/catalog-image/455/026/094/af6031bf2499480b92b793401b8de289.jpg?shrink=130:130&_v=20260610124755,기계식,유선+무선,풀배열,36g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,94026449,https://example.com/media,https://prod.danawa.com/info/?pcode=94026449&cate=112782,True
AULA F108 PRO 유무선 기계식 오로라 블랙 한글,AULA,89000,https://img.danuri.io/catalog-image/455/026/094/af6031bf2499480b92b793401b8de289.jpg?shrink=130:130&_v=20260610124755,기계식,유선+무선,풀배열,36g,1020,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 솜사탕축,,,94026455,https://example.com/media,https://prod.danawa.com/info/?pcode=94026455&cate=112782,True
로지텍 시그니처 슬림 MK950 키보드 마우스 세트 (정품),로지텍,107100,https://img.danuri.io/catalog-image/404/998/049/30c2c804b3b640d39ac1c0867bf23c7e.jpg?shrink=130:130&_v=20260610170137,펜타그래프,무선,풀배열,0g,685,[키보드] 블루투스,한/영 정각,없음,,,,49998404,https://example.com/media,https://prod.danawa.com/info/?pcode=49998404&cate=112782,True
한성컴퓨터 TFG Magnetox 2XF 저소음,한성컴퓨터,104000,https://img.danuri.io/catalog-image/051/622/122/0c7628f3d9ff448ba99b54ed36f1f31e.jpg?shrink=130:130&_v=20260610124755,무접점 자석축,유선,풀배열,35g,1233,유선,한/영 정각,RGB 백라이트,,,,122622051,https://example.com/media,https://prod.danawa.com/info/?pcode=122622051&cate=112782,True
로지텍 MK235 (정품),로지텍,24990,https://img.danuri.io/catalog-image/967/798/003/ce82aca400e3421ab2018032ecb4f45d.jpg?shrink=130:130&_v=20260610202852,멤브레인,무선,풀배열,0g,475,[키보드] 전용동글(리시버),한/영 정각,없음,,,,3798967,https://example.com/media,https://prod.danawa.com/info/?pcode=3798967&cate=112782,True
한성컴퓨터 GK698 OfficeMaster 유무선,한성컴퓨터,35910,https://img.danuri.io/catalog-image/519/752/072/0b4579d061394d40a9789926ea639c61.jpg?shrink=130:130&_v=20260610124900,펜타그래프,유선+무선,풀배열,0g,768,"전용동글(리시버), 블루투스",한/영 정각,없음,,,,72752519,https://example.com/media,https://prod.danawa.com/info/?pcode=72752519&cate=112782,True
AULA S102Pro 유무선,AULA,29800,https://img.danuri.io/catalog-image/247/222/106/77dcaa2d3f6941999776b20d08204273.jpg?shrink=130:130&_v=20260610124740,멤브레인,유선+무선,풀배열,0g,820,"전용동글(리시버), 블루투스",레이저각인 키캡,RGB 백라이트,,,,106222247,https://example.com/media,https://prod.danawa.com/info/?pcode=106222247&cate=112782,True
ASUS ROG AZOTH X 유무선 기계식,ASUS,338000,https://img.danuri.io/catalog-image/570/888/092/bf899a0fadbc45d78056cf15d34d231d.jpg?shrink=130:130&_v=20260610161437,기계식,유선+무선,미니,40g,1180,"전용동글(리시버), 블루투스",영문 정각,RGB 백라이트,SNOW축,,,92888570,https://example.com/media,https://prod.danawa.com/info/?pcode=92888570&cate=112782,True
ASUS ROG AZOTH X 유무선 기계식,ASUS,339150,https://img.danuri.io/catalog-image/570/888/092/bf899a0fadbc45d78056cf15d34d231d.jpg?shrink=130:130&_v=20260610161437,기계식,유선+무선,미니,40g,1180,"전용동글(리시버), 블루투스",영문 정각,RGB 백라이트,STORM축,,,92888585,https://example.com/media,https://prod.danawa.com/info/?pcode=92888585&cate=112782,True
AULA F87 Pro 기계식 라이트 올리비아 한글,AULA,48000,https://img.danuri.io/catalog-image/006/467/063/b4cde53b65d64faba44a92ad0ed1dbf0.jpg?shrink=130:130&_v=20260610124739,기계식,유선,텐키리스,40g,916,유선,한/영 정각,RGB 백라이트,저소음 바다축,,,63467021,https://example.com/media,https://prod.danawa.com/info/?pcode=63467021&cate=112782,True
AULA F87 Pro 기계식 라이트 올리비아 한글,AULA,42800,https://img.danuri.io/catalog-image/006/467/063/b4cde53b65d64faba44a92ad0ed1dbf0.jpg?shrink=130:130&_v=20260610124739,기계식,유선,텐키리스,40g,916,유선,한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,63467006,https://example.com/media,https://prod.danawa.com/info/?pcode=63467006&cate=112782,True
FL-ESPORTS X80 유무선 기계식 크림 핑크,FL-ESPORTS,59800,https://img.danuri.io/catalog-image/547/364/096/6e7ef1301bc74f189d1b3f7ef4938043.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,43g,910,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,리치베리축,,,96364544,https://example.com/media,https://prod.danawa.com/info/?pcode=96364544&cate=112782,True
FL-ESPORTS X80 유무선 기계식 크림 핑크,FL-ESPORTS,64800,https://img.danuri.io/catalog-image/547/364/096/6e7ef1301bc74f189d1b3f7ef4938043.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,43g,910,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 갈축,,,104964914,https://example.com/media,https://prod.danawa.com/info/?pcode=104964914&cate=112782,True
FL-ESPORTS X80 유무선 기계식 크림 핑크,FL-ESPORTS,64800,https://img.danuri.io/catalog-image/547/364/096/6e7ef1301bc74f189d1b3f7ef4938043.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,43g,910,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 스노우축,,,96364556,https://example.com/media,https://prod.danawa.com/info/?pcode=96364556&cate=112782,True
FL-ESPORTS X80 유무선 기계식 크림 핑크,FL-ESPORTS,64800,https://img.danuri.io/catalog-image/547/364/096/6e7ef1301bc74f189d1b3f7ef4938043.jpg?shrink=130:130&_v=20260610124739,기계식,유선+무선,텐키리스,43g,910,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 파도축,,,96364547,https://example.com/media,https://prod.danawa.com/info/?pcode=96364547&cate=112782,True
로지텍 MK275 (정품),로지텍,31210,https://img.danuri.io/catalog-image/134/340/004/2676c1afce7f4d71b5ce9ac69d18a503.jpg?shrink=130:130&_v=20260610143707,멤브레인,무선,풀배열,0g,480,[키보드] 전용동글(리시버),한/영 정각,없음,,,,4340134,https://example.com/media,https://prod.danawa.com/info/?pcode=4340134&cate=112782,True
지클릭커 오피스프로 WK35,지클릭커,29800,https://img.danuri.io/catalog-image/383/643/122/b0995ffc8a854475a547f5822af98349.jpeg?shrink=130:130&_v=20260610124713,펜타그래프,무선,미니,0g,280,블루투스,한/영 정각,없음,,,,122643383,https://example.com/media,https://prod.danawa.com/info/?pcode=122643383&cate=112782,True
COX CK87 SLIM LP PBT 블랙,COX,79000,https://img.danuri.io/catalog-image/048/465/017/534f698e5df5432c9addf95165bdeac8.jpg?shrink=130:130&_v=20260610124800,기계식,유선,텐키리스,45g,760,유선,한/영 정각,단색 백라이트,적축,,TTC,17466557,https://example.com/media,https://prod.danawa.com/info/?pcode=17466557&cate=112782,True
COX CK87 SLIM LP PBT 블랙,COX,39340,https://img.danuri.io/catalog-image/048/465/017/534f698e5df5432c9addf95165bdeac8.jpg?shrink=130:130&_v=20260610124800,기계식,유선,텐키리스,45g,760,유선,한/영 정각,단색 백라이트,청축,,TTC,17465048,https://example.com/media,https://prod.danawa.com/info/?pcode=17465048&cate=112782,True
CHERRY XTRFY K37 유무선,CHERRY,49560,https://img.danuri.io/catalog-image/029/618/122/7d7489146e87475a8e6dea458cbb8771.jpeg?shrink=130:130&_v=20260610124800,멤브레인,유선+무선,98키,0g,750,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,,,,122618029,https://example.com/media,https://prod.danawa.com/info/?pcode=122618029&cate=112782,True
QSENN Q104 PBT 풀윤활 가스켓 유무선 기계식 화이트,QSENN,58600,https://img.danuri.io/catalog-image/287/560/073/e635ddb1504d47a8b29184ec3f726853.jpg?shrink=130:130&_v=20260610124740,기계식,유선+무선,풀배열,47g,1275,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 바다소금축,,,73560287,https://example.com/media,https://prod.danawa.com/info/?pcode=73560287&cate=112782,True
QSENN Q104 PBT 풀윤활 가스켓 유무선 기계식 화이트,QSENN,56250,https://img.danuri.io/catalog-image/287/560/073/e635ddb1504d47a8b29184ec3f726853.jpg?shrink=130:130&_v=20260610124740,기계식,유선+무선,풀배열,47g,1275,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,애플민트축,,,73560290,https://example.com/media,https://prod.danawa.com/info/?pcode=73560290&cate=112782,True
QSENN Q104 PBT 풀윤활 가스켓 유무선 기계식 화이트,QSENN,88590,https://img.danuri.io/catalog-image/287/560/073/e635ddb1504d47a8b29184ec3f726853.jpg?shrink=130:130&_v=20260610124740,기계식,유선+무선,풀배열,47g,1275,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 피치축,,,76328327,https://example.com/media,https://prod.danawa.com/info/?pcode=76328327&cate=112782,True
앱코 AF108PRO ABKO x SOAI 콜라보 3모드 기계식 와인그레이,앱코,87000,https://img.danuri.io/catalog-image/320/633/122/f5c875b3e188473fa32dc82a9d62ddd1.jpeg?shrink=130:130&_v=20260610124736,기계식,유선+무선,풀배열,46g,1029,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,경해축,Blue Whale 경해축,,122633320,https://example.com/media,https://prod.danawa.com/info/?pcode=122633320&cate=112782,True
앱코 AF108PRO ABKO x SOAI 콜라보 3모드 기계식 와인그레이,앱코,74000,https://img.danuri.io/catalog-image/320/633/122/f5c875b3e188473fa32dc82a9d62ddd1.jpeg?shrink=130:130&_v=20260610124736,기계식,유선+무선,풀배열,46g,1029,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,세이야축,SEIYA 세이야,,122633313,https://example.com/media,https://prod.danawa.com/info/?pcode=122633313&cate=112782,True
앱코 AF108PRO ABKO x SOAI 콜라보 3모드 기계식 와인그레이,앱코,79000,https://img.danuri.io/catalog-image/320/633/122/f5c875b3e188473fa32dc82a9d62ddd1.jpeg?shrink=130:130&_v=20260610124736,기계식,유선+무선,풀배열,46g,1029,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,소복눈축,,,122633325,https://example.com/media,https://prod.danawa.com/info/?pcode=122633325&cate=112782,True
앱코 AF108PRO ABKO x SOAI 콜라보 3모드 기계식 와인그레이,앱코,79000,https://img.danuri.io/catalog-image/320/633/122/f5c875b3e188473fa32dc82a9d62ddd1.jpeg?shrink=130:130&_v=20260610124736,기계식,유선+무선,풀배열,46g,1029,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 너울축,,,122633317,https://example.com/media,https://prod.danawa.com/info/?pcode=122633317&cate=112782,True
QSENN GP-KM4500 Plus,QSENN,13900,https://img.danuri.io/catalog-image/873/149/012/cf780fc4c74c4abf9783017f93a73759.jpg?shrink=130:130&_v=20260610130327,멤브레인,유선,풀배열,0g,735,유선,정보없음,없음,,,,12149873,https://example.com/media,https://prod.danawa.com/info/?pcode=12149873&cate=112782,True
앱코 K517 레트로 기계식,앱코,27900,https://img.danuri.io/catalog-image/243/878/018/fd784e74dbff43afa9a3ad8a267caf74.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,820,유선,한/영 정각,없음,적축,,GTMX,18878243,https://example.com/media,https://prod.danawa.com/info/?pcode=18878243&cate=112782,True
앱코 K517 레트로 기계식,앱코,27900,https://img.danuri.io/catalog-image/243/878/018/fd784e74dbff43afa9a3ad8a267caf74.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,820,유선,한/영 정각,없음,갈축,,GTMX,20118203,https://example.com/media,https://prod.danawa.com/info/?pcode=20118203&cate=112782,True
앱코 K517 레트로 기계식,앱코,27900,https://img.danuri.io/catalog-image/243/878/018/fd784e74dbff43afa9a3ad8a267caf74.jpg?shrink=130:130&_v=20260610124859,기계식,유선,풀배열,45g,820,유선,한/영 정각,없음,청축,,GTMX,20118197,https://example.com/media,https://prod.danawa.com/info/?pcode=20118197&cate=112782,True
COX CK01 PBT SL 기계식 키보드,COX,38000,https://img.danuri.io/catalog-image/441/185/015/272a28b726ae4d6d8af18106ad9d73f5.jpg?shrink=130:130&_v=20260610124800,기계식,유선,풀배열,60g,784,유선,정보없음,없음,저소음 백축,,GTMX,15185441,https://example.com/media,https://prod.danawa.com/info/?pcode=15185441&cate=112782,True
AULA F87 Pro 유무선 기계식 올리비아 화이트 한글,AULA,67000,https://img.danuri.io/catalog-image/398/826/059/7e8e0ed645eb4e6da0a18cd48291b55d.jpeg?shrink=130:130&_v=20260610124756,기계식,유선+무선,텐키리스,34g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 솜사탕축,,REOBOG,94026245,https://example.com/media,https://prod.danawa.com/info/?pcode=94026245&cate=112782,True
AULA F87 Pro 유무선 기계식 올리비아 화이트 한글,AULA,60450,https://img.danuri.io/catalog-image/398/826/059/7e8e0ed645eb4e6da0a18cd48291b55d.jpeg?shrink=130:130&_v=20260610124756,기계식,유선+무선,텐키리스,34g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,저소음 피치축 V2,,REOBOG,59826155,https://example.com/media,https://prod.danawa.com/info/?pcode=59826155&cate=112782,True
AULA F87 Pro 유무선 기계식 올리비아 화이트 한글,AULA,62000,https://img.danuri.io/catalog-image/398/826/059/7e8e0ed645eb4e6da0a18cd48291b55d.jpeg?shrink=130:130&_v=20260610124756,기계식,유선+무선,텐키리스,34g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,황축 V3,Yellow V3 황축,REOBOG,59826398,https://example.com/media,https://prod.danawa.com/info/?pcode=59826398&cate=112782,True
AULA F87 Pro 유무선 기계식 올리비아 화이트 한글,AULA,62000,https://img.danuri.io/catalog-image/398/826/059/7e8e0ed645eb4e6da0a18cd48291b55d.jpeg?shrink=130:130&_v=20260610124756,기계식,유선+무선,텐키리스,34g,916,"전용동글(리시버), 블루투스",한/영 정각,RGB 백라이트,회목축 V4,Grey Wood V4 회목축,REOBOG,59826344,https://example.com/media,https://prod.danawa.com/info/?pcode=59826344&cate=112782,True
